gene,log2FC,p_value
ENSG00000013297,0.14310215342908889,0.23409443027940338
ENSG00000013306,0.010526652029901742,0.9003501744996343
ENSG00000013364,-0.01799531225808319,0.8761018632693007
ENSG00000013374,0.029119005866521587,0.44512192891752644
ENSG00000013375,-0.029247055636727293,0.7598486468464825
ENSG00000013392,0.005921061995819435,0.9281184154829576
ENSG00000013441,0.15632777661838307,0.11269000117958765
ENSG00000013503,-0.16817363180976624,6.216059072999189e-05
ENSG00000013523,0.05147872432433523,0.3980743922947836
ENSG00000013561,0.010940954566837075,0.7936968837869803
ENSG00000013563,-0.03685057949099639,0.43227533678869445
ENSG00000013573,-0.026295644679899734,0.8044627845863199
ENSG00000013583,0.05473647756104762,0.3681492933694711
ENSG00000013588,0.5240803817908308,0.35639667565035715
ENSG00000013619,-0.004957462420279445,0.9640037002840975
ENSG00000013725,0.04263049381156741,0.7293455610716543
ENSG00000013810,0.3347798677322635,0.09546754991085389
ENSG00000014123,-0.06390236476883386,0.17528949561539536
ENSG00000014138,0.2485706008795408,0.00012167091378002091
ENSG00000014164,-0.0032255760374584235,0.970839357027445
ENSG00000014216,0.08309986425032916,0.15143760847465637
ENSG00000014257,0.35194223726710355,0.007502726370548951
ENSG00000014641,-0.14352799975700722,0.013593532879973114
ENSG00000014824,-0.03643761096619157,0.3840240973912855
ENSG00000014914,0.12441486408751007,0.27903157508376325
ENSG00000014919,-0.07379740781741449,0.11727583590206059
ENSG00000015133,0.023547527027363534,0.7352615225822456
ENSG00000015153,-0.07965972689360475,0.19512847766002078
ENSG00000015171,-0.04303667483734696,0.15871177530105163
ENSG00000015285,0.137952201987978,0.05127831844815228
ENSG00000015413,-0.08850276484856051,0.7854251139757669
ENSG00000015475,-0.08303752225380528,0.18210903996624178
ENSG00000015520,0.25938513669929414,0.009896290118839645
ENSG00000015532,-0.06296451716293293,0.26111470936853415
ENSG00000015592,0.10759134276457719,0.6935486945320026
ENSG00000015676,0.07928291275145902,0.07673440800287083
ENSG00000016082,0.25707203198724876,0.11548761386973147
ENSG00000016391,-0.08743502072740578,0.26635260229933494
ENSG00000016402,0.039097684042550686,0.8906047071498062
ENSG00000016490,-1.0644404780123138,0.12621153625319792
ENSG00000016602,,0.0898659621778163
ENSG00000016864,-0.09470672606071556,0.1135917057769057
ENSG00000017260,0.10298655766612339,0.010979887651778
ENSG00000017427,-0.8148167695871806,4.058227121029145e-09
ENSG00000017483,0.0018730311450715896,0.9932328515517298
ENSG00000017797,0.03132820883655466,0.512643112545477
ENSG00000018189,0.10287756564310693,0.2954437700593676
ENSG00000018236,0.6017379471584869,0.00040934357641968293
ENSG00000018280,0.8728524230680146,0.048551880344232634
ENSG00000018408,0.07548226610531611,0.31143728426743694
ENSG00000018510,-0.1256314806259779,0.05536369614785883
ENSG00000018610,-0.16141829474136274,0.017265080659164413
ENSG00000018625,0.04391063010253057,0.8032757568499723
ENSG00000018699,-0.08036368372478883,0.15537966294614777
ENSG00000018869,-0.1532977673499566,0.021591782378600828
ENSG00000019102,-0.34392734233733346,0.1544573506745038
ENSG00000019144,0.4574801836570704,0.002120193453090776
ENSG00000019169,0.2756297041815189,0.06911434819292854
ENSG00000019186,0.15394281329006756,0.49882095561750317
